Conventions,G,BADC-CSV,1
title,G,Midas-open: Station site metadata for uk-daily-rain-obs
source,G,Met Office MIDAS database
creator,G,Met Office
activity,G,Met Office MIDAS Open: UK Land Surface Stations Data
feature_type,G,point collection
observation_station,G,UK land surface observing network
location,G,UK
collection_name,G,midas-open
collection_version_number,G,dataset-version-202107
date_valid,G,2021-07-15
history,G,Created 2021-07-15
last_revised_date,G,2021-07-15
comments,G,This file contains geographic and temporal information for the stations covered in this version of the uk-daily-rain-obs part of the MIDAS-open collection
comments,G,The temporal range given here is in relation to the data temporal range available for this station within this dataset and may differ from other dates for the given station in other MIDAS-open datasets
comments,G,The geographic location relates to the currently recorded station location to 3 decimal places of latitude and longitude
comments,G,If more precise geographical location information is required please contact the Met Office directly as there may be data management restrictions for stations located on private property
comments,G,Further station-specific details are given in each station folder in the associated capability files
comments,G,For fuller station metadata please use the MIDAS station search tool available from the Centre for Environmental Data Analysis
coordinate_variable,src_id,x
long_name,src_id,The unique MIDAS identifier for the station,1
type,src_id,int
comments,src_id,This is a unique ID ascribed to this station within the MIDAS system. It is used across MIDAS as a way to join related data and metadata together where a site may have used different identifiers for different meteorological reports over time.
long_name,station_name,The name for this station,1
type,station_name,char
long_name,station_file_name,The filename used for this station,1
type,station_file_name,char
comments,station_file_name,The filename is derived from the station name but replacing spaces with - as necessary
long_name,historic_county,the historic county this station is within,1
type,historic_county,char
comments,historic_county,Within MIDAS stations are associated with a set of fixed historic county definitions for the UK and are not amended to reflect modern county boundary changes. For more details refer to the MIDAS documentation.
long_name,station_latitude,The station latitude (WGS84),degrees
type,station_latitude,float
long_name,station_longitude,The station longitude (WGS84),degrees
type,station_longitude,float
long_name,station_elevation,The station elevation,m
type,station_elevation,float
comments,station_elevation,The station elevation in metres above mean sea level
long_name,first_year,first year of data associated with this station in this dataset,year
type,first_year,float
comments,first_year,This relates to the first year of available data within this version of this dataset. The first year may differ for this station within other datasets of Midas-open
long_name,last_year,last year of data associated with this station in this dataset,year
type,last_year,float
comments,last_year,This relates to the last year of data associated with this station in this dataset. It does not indicate whether the station is currently operational and the last year may differ for this station within other datasets of Midas-open
comments,last_year,The first and last year indicate simply the year of first and last available data in this dataset. They do not indicate the availability of data between those dates or availability of data within other datasets of Midas-open
data
src_id,station_name,station_file_name,historic_county,station_latitude,station_longitude,station_elevation,first_year,last_year
00313,TYNEMOUTH,tynemouth,tyne-and-wear,55.018,-1.417,33,1961,1997
00315,BOULMER,boulmer,northumberland,55.421,-1.601,23,1987,1997
00316,SEAHOUSES,seahouses,northumberland,55.583,-1.654,11,1964,1979
00318,WESTGATE NO 2,westgate-no-2,durham,54.741,-2.133,333,1993,2013
00319,BOLTSHOPE PARK,boltshope-park,durham,54.821,-2.090,434,1994,1997
00320,HAMSTERLEY NO 2,hamsterley-no-2,tyne-and-wear,54.899,-1.808,130,1993,1995
00321,CHOPWELLWOOD,chopwellwood,tyne-and-wear,54.917,-1.789,136,1961,1984
00322,LOW ETHERLEY,low-etherley,durham,54.655,-1.740,162,1974,1995
00323,USHAW COLLEGE,ushaw-college,durham,54.787,-1.661,181,1961,1972
00324,HOUGHALL,houghall,durham,54.765,-1.562,37,1961,1996
00326,DURHAM,durham,durham,54.768,-1.586,102,1880,1999
00327,GATESHEAD,gateshead,tyne-and-wear,54.938,-1.583,155,1961,1967
00329,WASHINGTON,washington,tyne-and-wear,54.895,-1.490,29,1973,1981
00330,SOUTH SHIELDS,south-shields,tyne-and-wear,55.003,-1.418,5,1961,2003
00331,HARTBURN GRANGE,hartburn-grange,cleveland,54.560,-1.372,31,1961,1991
00332,SUNDERLAND UNIVERSITY,sunderland-university,tyne-and-wear,54.904,-1.395,70,1989,2003
00333,WHITBURN,whitburn,tyne-and-wear,54.947,-1.380,28,1964,1967
00336,HARTLEPOOL,hartlepool,cleveland,54.687,-1.209,9,1961,1985
00337,SNAIZEHOLME,snaizeholme,north-yorkshire,54.275,-2.263,290,1974,1981
00338,HAWES,hawes,north-yorkshire,54.307,-2.195,227,1961,1966
00339,BAINBRIDGE,bainbridge,north-yorkshire,54.308,-2.101,210,1991,2010
00340,BOWES NO 2,bowes-no-2,durham,54.509,-2.051,292,1994,1996
00341,WYCLIFFE HALL,wycliffe-hall,north-yorkshire,54.521,-1.818,120,1989,2000
00342,DISHFORTH AIRFIELD,dishforth-airfield,north-yorkshire,54.135,-1.414,33,1992,1997
16725,WAINFLEET NO 2,wainfleet-no-2,lincolnshire,53.088,0.271,3,1996,1997
00346,LINTON ON OUSE,linton-on-ouse,north-yorkshire,54.045,-1.251,14,1993,1997
00347,CARLTON-IN-CLEVELAND,carlton-in-cleveland,cleveland,54.428,-1.218,103,1991,2020
00348,MARTON,marton,cleveland,54.530,-1.201,46,1969,1974
00349,"YORK, HESLINGTON",york-heslington,north-yorkshire,53.953,-1.040,19,1965,1980
00350,YORK,york,north-yorkshire,53.962,-1.090,17,1911,1964
00351,AMPLEFORTH,ampleforth,north-yorkshire,54.202,-1.085,95,1916,1972
00353,REDCAR,redcar,cleveland,54.616,-1.074,8,1961,1970
00354,KIRBY MISPERTON,kirby-misperton,north-yorkshire,54.198,-0.792,22,1994,2004
24924,"DOWNPATRICK, BALLYGALLUM",downpatrick-ballygallum,down,54.294,-5.680,18,1999,2001
00356,PICKERING,pickering,north-yorkshire,54.247,-0.781,44,1980,1984
00357,WYKEHAM FOREST,wykeham-forest,north-yorkshire,54.281,-0.568,214,1986,1992
00358,FYLINGDALES,fylingdales,north-yorkshire,54.359,-0.672,262,1975,2009
00359,WHITBY,whitby,north-yorkshire,54.481,-0.626,41,1973,2020
00360,SCARBOROUGH,scarborough,north-yorkshire,54.273,-0.423,110,1987,2010
00361,"SCARBOROUGH, TOWN HALL",scarborough-town-hall,north-yorkshire,54.281,-0.398,36,1969,1970
00362,"SCARBOROUGH, MANOR ROAD NUSERIES",scarborough-manor-road-nuseries,north-yorkshire,54.280,-0.418,52,1911,1987
00363,SILPHO MOOR,silpho-moor,north-yorkshire,54.338,-0.530,203,1961,1986
00364,WHITBY COASTGUARD,whitby-coastguard,north-yorkshire,54.490,-0.606,60,1961,2002
00365,AUGHTON RUDDINGS,aughton-ruddings,humberside,53.847,-0.887,8,1992,1999
00367,HIGH MOWTHORPE,high-mowthorpe,north-yorkshire,54.105,-0.643,175,1961,2007
00369,HULL,hull,humberside,53.756,-0.358,2,1871,2010
00370,LECONFIELD,leconfield,humberside,53.875,-0.442,7,1961,1997
00372,FILEY,filey,north-yorkshire,54.205,-0.295,37,1961,1977
00373,BRIDLINGTON MRSC,bridlington-mrsc,humberside,54.094,-0.176,15,1990,1997
00374,BRIDLINGTON,bridlington,humberside,54.100,-0.208,48,1961,1980
00375,BRIDLINGTON CEMETERY,bridlington-cemetery,humberside,54.095,-0.196,25,1980,1989
00376,KILNSEA,kilnsea,humberside,53.622,0.141,12,1964,1976
00379,COWDEN,cowden,humberside,53.844,-0.103,15,1995,1997
00380,GAINSBOROUGH,gainsborough,lincolnshire,53.409,-0.771,34,1961,1964
00381,SCAMPTON,scampton,lincolnshire,53.307,-0.548,57,1963,1995
00382,NORMANBY HALL,normanby-hall,humberside,53.637,-0.659,47,1993,2010
00383,NAVENBY,navenby,lincolnshire,53.108,-0.549,18,1963,1965
00384,WADDINGTON,waddington,lincolnshire,53.175,-0.523,68,1962,1997
00385,LINCOLN,lincoln,lincolnshire,53.235,-0.560,6,1961,1983
00386,CRANWELL,cranwell,lincolnshire,53.031,-0.504,63,1917,1997
00387,BRIGG,brigg,lincolnshire,53.562,-0.489,3,1964,1977
00388,BOURNE,bourne,lincolnshire,52.755,-0.318,2,1990,1998
00389,CAISTOR,caistor,lincolnshire,53.503,-0.370,21,1965,1983
00390,GIBRALTAR POINT,gibraltar-point,lincolnshire,53.095,0.321,3,1987,1989
00391,WALESBY,walesby,lincolnshire,53.425,-0.286,115,1994,2006
00392,"KIRTON, HORTICULTURE",kirton-horticulture,lincolnshire,52.937,-0.068,4,1968,2009
00393,CONINGSBY,coningsby,lincolnshire,53.094,-0.173,6,1978,1997
00394,BINBROOK,binbrook,lincolnshire,53.445,-0.202,108,1962,1988
00395,HOLBEACH NO 2,holbeach-no-2,lincolnshire,52.873,0.139,3,1992,1997
00396,DRIBY,driby,lincolnshire,53.249,0.077,41,1965,1998
00397,COVENHAM,covenham,lincolnshire,53.450,0.033,3,1970,1992
00398,CLEETHORPES,cleethorpes,humberside,53.552,-0.018,7,1924,1981
00399,"CLEETHORPES, HAVERSTOE PARK",cleethorpes-haverstoe-park,humberside,53.550,-0.030,7,1981,2003
00400,SUTTON BRIDGE EXP STA,sutton-bridge-exp-sta,lincolnshire,52.760,0.193,4,1965,1979
00401,MANBY,manby,lincolnshire,53.361,0.097,13,1968,1973
00403,SKEGNESS,skegness,lincolnshire,53.148,0.346,6,1903,2018
00404,LINCOLN (CANWICK),lincoln-canwick,lincolnshire,53.222,-0.505,7,1983,1996
00406,TERRINGTON ST CLEMENT,terrington-st-clement,norfolk,52.745,0.288,2,1961,2007
00407,DENVER,denver,norfolk,52.583,0.346,3,1974,2020
00408,NORWICH WEATHER CENTRE,norwich-weather-centre,norfolk,52.626,1.298,35,1994,1997
00409,MARHAM,marham,norfolk,52.651,0.566,21,1966,1997
00411,HUNSTANTON NO 2,hunstanton-no-2,norfolk,52.952,0.499,15,1988,2009
00412,"SANTON DOWNHAM, GRIMES GRAVES",santon-downham-grimes-graves,norfolk,52.479,0.668,24,1961,1988
00413,SANTON DOWNHAM,santon-downham,suffolk,52.459,0.671,6,1988,2009
00414,SOUTH RAYNHAM,south-raynham,norfolk,52.771,0.778,68,1989,2000
00415,WEST RAYNHAM,west-raynham,norfolk,52.786,0.737,73,1948,1976
00416,SCULTHORPE,sculthorpe,norfolk,52.851,0.755,65,1978,1979
00417,BRESSINGHAM,bressingham,norfolk,52.387,1.052,35,1977,1991
00418,"EAST DEREHAM, NEATHERD",east-dereham-neatherd,norfolk,52.680,0.959,53,1977,1982
00419,EAST DEREHAM,east-dereham,norfolk,52.685,0.949,53,1965,1977
00420,"MELTON CONSTABLE, STODY ESTATE",melton-constable-stody-estate,norfolk,52.859,1.073,54,1993,2003
00421,WEYBOURNE,weybourne,norfolk,52.949,1.122,21,1993,1997
00422,MORLEY ST BOTOLPH,morley-st-botolph,norfolk,52.555,1.039,46,1968,2005
00423,COSTESSEY,costessey,norfolk,52.663,1.216,18,1973,1976
00426,CROMER,cromer,norfolk,52.934,1.291,37,1902,2009
00427,SCOLE,scole,norfolk,52.365,1.158,27,1971,1980
00428,SPROWSTON,sprowston,norfolk,52.662,1.327,28,1924,1969
00429,COLTISHALL,coltishall,norfolk,52.757,1.351,17,1961,1997
00430,DITCHINGHAM NO 2,ditchingham-no-2,norfolk,52.473,1.429,26,1992,1999
00431,BURLINGHAM,burlingham,norfolk,52.637,1.506,27,1961,1975
00432,GORLESTON,gorleston,norfolk,52.572,1.738,4,1931,1984
00433,HEMSBY,hemsby,norfolk,52.686,1.687,13,1978,1996
00434,MILDENHALL,mildenhall,suffolk,52.372,0.471,5,1964,1965
00435,BROOMS BARN,brooms-barn,suffolk,52.261,0.566,75,1964,2007
00436,CAVENDISH,cavendish,suffolk,52.091,0.628,55,1974,2010
00437,MARTLESHAM HEATH,martlesham-heath,suffolk,52.060,1.284,25,1984,1987
00438,HONINGTON,honington,suffolk,52.340,0.770,51,1970,2002
00439,EAST BERGHOLT,east-bergholt,suffolk,51.960,1.023,7,1961,2020
00440,WATTISHAM,wattisham,suffolk,52.124,0.957,89,1964,1997
00441,HAUGHLEY,haughley,suffolk,52.236,0.973,62,1974,1982
00442,CHARSFIELD,charsfield,suffolk,52.163,1.280,49,1992,2008
00444,LEVINGTON,levington,suffolk,52.012,1.264,22,1968,1996
00445,WESTLETON,westleton,suffolk,52.247,1.621,10,1988,2015
00449,LOWESTOFT,lowestoft,suffolk,52.490,1.744,25,1889,2003
00450,"BOXWORTH, HOME PADDOCK",boxworth-home-paddock,cambridgeshire,52.257,-0.028,48,1961,1976
00451,"BOXWORTH, SAMSON FIELD",boxworth-samson-field,cambridgeshire,52.251,-0.033,53,1976,2002
00452,MEPAL,mepal,cambridgeshire,52.422,0.100,-2,1968,2005
00453,MARCH,march,cambridgeshire,52.550,0.093,2,1961,2003
00454,"CAMBRIDGE, BOTANIC GARDEN",cambridge-botanic-garden,cambridgeshire,52.194,0.129,13,1898,2020
00455,"CAMBRIDGE, NIAB",cambridge-niab,cambridgeshire,52.245,0.100,26,1961,2009
00456,MONKS WOOD,monks-wood,cambridgeshire,52.402,-0.237,41,1963,2000
00457,WYTON,wyton,cambridgeshire,52.354,-0.116,40,1964,1995
00458,WOBURN,woburn,bedfordshire,52.014,-0.596,89,1898,2000
00461,BEDFORD,bedford,bedfordshire,52.227,-0.465,85,1961,1997
00462,GOLDINGTON,goldington,bedfordshire,52.148,-0.432,33,1961,1962
00463,"LUTON, WARDOWN PARK",luton-wardown-park,bedfordshire,51.897,-0.419,116,1962,1966
00464,SILSOE,silsoe,bedfordshire,52.010,-0.410,59,1961,1999
00465,CARDINGTON,cardington,bedfordshire,52.104,-0.423,29,1962,1973
00466,LUTON,luton,bedfordshire,51.882,-0.377,158,1967,1989
16851,MORECAMBE NO 2,morecambe-no-2,lancashire,54.076,-2.860,7,1995,2011
00468,BOVINGDON,bovingdon,hertfordshire,51.724,-0.544,157,1961,1969
00469,ALDENHAM SCHOOL NO 2,aldenham-school-no-2,hertfordshire,51.662,-0.328,91,1964,2007
00470,"GARSTON, BUILDING RESEARCH ",garston-building-research,hertfordshire,51.702,-0.376,78,1947,1982
00471,ROTHAMSTED,rothamsted,hertfordshire,51.807,-0.360,128,1911,2004
00472,"ST ALBANS, OAKLANDS",st-albans-oaklands,hertfordshire,51.756,-0.288,80,1961,1984
00474,LETCHWORTH,letchworth,hertfordshire,51.997,-0.242,59,1961,1979
00476,STANSTEAD ABBOTS,stanstead-abbots,hertfordshire,51.773,0.012,30,1961,1993
00477,HODDESDON,hoddesdon,hertfordshire,51.777,-0.017,43,1961,1988
00479,BRENT PELHAM,brent-pelham,hertfordshire,51.954,0.087,113,1988,1991
00481,HIGH BEACH,high-beach,essex,51.664,0.041,110,1978,2013
00482,LITTLE PARNDON,little-parndon,hertfordshire,51.777,0.095,54,1961,1979
00483,HARLOW,harlow,essex,51.770,0.130,79,1964,1983
00484,STANSTED,stansted,essex,51.881,0.223,101,1950,1997
00485,AUDLEY END,audley-end,essex,52.023,0.221,52,1968,1984
00486,STANFORD-LE-HOPE,stanford-le-hope,essex,51.506,0.427,6,1962,1983
00487,WRITTLE,writtle,essex,51.734,0.429,32,1961,2009
00488,WIXOE,wixoe,essex,52.059,0.492,50,1973,1989
00489,CORYTON,coryton,essex,51.513,0.515,3,1961,1964
00490,RETTENDON,rettendon,essex,51.641,0.585,19,1988,2008
00492,SOUTHEND,southend,essex,51.535,0.703,27,1961,1971
00493,MALDON,maldon,essex,51.726,0.696,4,1961,1971
00494,EARLS COLNE,earls-colne,essex,51.927,0.701,51,1961,1975
00495,"RAYLEIGH, RAWRETH LANE",rayleigh-rawreth-lane,essex,51.603,0.604,28,1977,1986
00496,"SOUTHEND, SOUTHCHURCH PARK",southend-southchurch-park,essex,51.532,0.738,4,1971,2005
00497,SHOEBURYNESS,shoeburyness,essex,51.537,0.807,2,1961,1981
00498,"SHOEBURYNESS, LANDWICK",shoeburyness-landwick,essex,51.555,0.827,2,1981,1997
00500,"COLCHESTER, SEVERALLS LANE",colchester-severalls-lane,essex,51.917,0.926,46,1981,1999
00502,CLACTON-ON-SEA,clacton-on-sea,essex,51.785,1.148,16,1961,1995
00504,WALTON-ON-THE-NAZE,walton-on-the-naze,essex,51.855,1.280,5,1962,1973
00505,DOVERCOURT NO 2,dovercourt-no-2,essex,51.922,1.260,3,1961,1974
00506,HOLME MOSS,holme-moss,west-yorkshire,53.533,-1.857,520,1977,1995
00507,SLAIDBURN,slaidburn,lancashire,53.988,-2.435,192,1983,1997
00509,MALHAM TARN,malham-tarn,north-yorkshire,54.100,-2.164,381,1961,2020
00510,RISHWORTH,rishworth,west-yorkshire,53.663,-1.952,170,1990,1992
00511,TODMORDEN,todmorden,west-yorkshire,53.721,-2.103,160,1973,1979
00512,"BINGLEY, NO 1",bingley-no-1,west-yorkshire,53.846,-1.862,186,1935,1961
00513,"BINGLEY, NO 2",bingley-no-2,west-yorkshire,53.811,-1.867,262,1994,1997
00514,HUDDERSFIELD,huddersfield,west-yorkshire,53.645,-1.755,99,1961,1977
00515,"HUDDERSFIELD, OAKES",huddersfield-oakes,west-yorkshire,53.656,-1.830,232,1923,1986
00516,BRADFORD,bradford,west-yorkshire,53.814,-1.774,134,1911,2010
00517,ILKLEY NO 2,ilkley-no-2,west-yorkshire,53.927,-1.811,84,1972,1994
00518,DORE,dore,south-yorkshire,53.326,-1.542,212,1962,1964
00519,"SHEFFIELD, ECCLESALL",sheffield-ecclesall,south-yorkshire,53.354,-1.518,210,1961,1962
00520,"SHEFFIELD, DORE",sheffield-dore,south-yorkshire,53.331,-1.537,206,1976,1985
00521,EMLEY MOOR,emley-moor,west-yorkshire,53.613,-1.665,259,1964,1997
00522,WILTON PARK,wilton-park,west-yorkshire,53.728,-1.645,130,1965,1975
00523,LEEDS WEATHER CENTRE,leeds-weather-centre,west-yorkshire,53.801,-1.561,64,1995,1997
00524,HARROGATE,harrogate,north-yorkshire,54.015,-1.539,66,1961,2003
00525,SHEFFIELD,sheffield,south-yorkshire,53.381,-1.491,131,1883,2008
00528,WAKEFIELD,wakefield,west-yorkshire,53.675,-1.506,35,1913,1966
00529,RYHILL,ryhill,west-yorkshire,53.628,-1.394,78,1994,2010
00531,ROTHERHAM,rotherham,south-yorkshire,53.426,-1.347,86,1962,1970
00532,PONTEFRACT,pontefract,west-yorkshire,53.684,-1.316,78,1961,1981
00533,CHURCH FENTON,church-fenton,north-yorkshire,53.836,-1.199,8,1963,2001
00534,BRAMHAM,bramham,west-yorkshire,53.869,-1.319,54,1961,2000
00535,CAWOOD,cawood,north-yorkshire,53.828,-1.148,6,1961,2020
00536,ASKHAM BRYAN,askham-bryan,north-yorkshire,53.923,-1.163,32,1961,2005
00539,BUXTON,buxton,derbyshire,53.258,-1.914,307,1875,2020
00541,ASHBOURNE,ashbourne,derbyshire,53.009,-1.724,175,1989,1991
00542,COTON-IN-THE-ELMS,coton-in-the-elms,derbyshire,52.737,-1.641,85,1991,2010
00543,"DERBY, MARKEATON PARK",derby-markeaton-park,derbyshire,52.936,-1.506,58,1961,1991
00544,CHATSWORTH GARDENS,chatsworth-gardens,derbyshire,53.227,-1.610,133,1965,1974
00545,BARBROOK,barbrook,derbyshire,53.288,-1.579,323,1978,1979
00546,REPTON SCHOOL,repton-school,derbyshire,52.840,-1.553,55,1968,1972
00547,MACKWORTH,mackworth,derbyshire,52.922,-1.527,89,1961,1974
00548,BELPER,belper,derbyshire,53.017,-1.486,62,1910,1973
00549,ASHOVER NO 2,ashover-no-2,derbyshire,53.162,-1.480,178,1969,2015
00550,DERBY,derby,derbyshire,52.927,-1.467,48,1961,1983
00551,MORLEY,morley,derbyshire,52.957,-1.429,105,1991,2006
00552,WINGERWORTH NO 2,wingerworth-no-2,derbyshire,53.194,-1.435,115,1970,1991
00553,CHESTERFIELD,chesterfield,derbyshire,53.241,-1.426,91,1961,1967
00554,SUTTON BONINGTON,sutton-bonington,nottinghamshire,52.836,-1.251,43,1924,2000
00555,NEWTHORPE,newthorpe,nottinghamshire,53.000,-1.292,58,1972,1984
00556,"NOTTINGHAM, WATNALL",nottingham-watnall,nottinghamshire,53.006,-1.251,117,1942,1998
00557,NOTTINGHAM TRAINING COLLEGE,nottingham-training-college,nottinghamshire,52.911,-1.188,51,1964,1968
00558,MANSFIELD NO 2,mansfield-no-2,nottinghamshire,53.151,-1.190,114,1927,1987
00559,NOTTINGHAM,nottingham,nottinghamshire,52.950,-1.155,59,1888,1984
00560,KEYWORTH,keyworth,nottinghamshire,52.878,-1.079,69,1988,2001
00561,WARSOP,warsop,nottinghamshire,53.223,-1.116,46,1951,2006
00562,FINNINGLEY,finningley,south-yorkshire,53.483,-1.008,10,1959,1995
00564,SOUTHWELL,southwell,nottinghamshire,53.064,-0.963,70,1972,1993
00565,WEST RETFORD,west-retford,nottinghamshire,53.338,-0.956,14,1994,1998
00566,WISETON,wiseton,nottinghamshire,53.396,-0.932,6,1979,1995
00567,CLARBOROUGH,clarborough,nottinghamshire,53.341,-0.901,21,1987,1993
00569,NEWTOWN LINFORD,newtown-linford,leicestershire,52.681,-1.217,119,1961,2003
00571,STOUGHTON,stoughton,leicestershire,52.613,-1.068,100,1990,1996
00574,BROOKSBY HALL NO 2,brooksby-hall-no-2,leicestershire,52.732,-0.996,70,1975,1996
00575,CALDECOTT P STA,caldecott-p-sta,leicestershire,52.530,-0.727,53,1961,1995
00576,COTTESMORE,cottesmore,leicestershire,52.727,-0.656,136,1984,1997
00577,BUGBROOKE MILL,bugbrooke-mill,northamptonshire,52.221,-1.005,76,1964,1978
00578,"NORTHAMPTON, MOULTON PARK",northampton-moulton-park,northamptonshire,52.274,-0.881,127,1976,2009
00580,RAUNDS,raunds,northamptonshire,52.338,-0.547,59,1961,1993
00581,MARHOLM,marholm,cambridgeshire,52.604,-0.311,21,1965,2003
00583,WITTERING,wittering,cambridgeshire,52.612,-0.468,74,1961,1997
00585,"BIRMINGHAM, KING EDWARDS SCHOOL",birmingham-king-edwards-school,west-midlands,52.449,-1.926,137,1961,1987
00586,"WINTERBOURNE, UNIVERSITY OF BIRMINGHAM",winterbourne-university-of-birmingham,west-midlands,52.454,-1.924,130,1988,2001
00588,LUDDINGTON NO 2,luddington-no-2,warwickshire,52.173,-1.776,42,1961,1968
00589,LUDDINGTON,luddington,warwickshire,52.173,-1.757,56,1968,1989
00590,STRATFORD-UPON-AVON,stratford-upon-avon,warwickshire,52.192,-1.762,49,1961,2003
00592,SHIPSTON-ON-STOUR,shipston-on-stour,warwickshire,52.064,-1.691,111,1961,1982
00593,ELMDON,elmdon,west-midlands,52.453,-1.742,96,1950,1997
00595,CHURCH LAWFORD,church-lawford,warwickshire,52.359,-1.331,107,1992,1997
00596,WELLESBOURNE,wellesbourne,warwickshire,52.206,-1.605,47,1961,2011
00597,"COVENTRY, TORRINGTON AVENUE",coventry-torrington-avenue,west-midlands,52.399,-1.575,107,1966,1973
00598,"COVENTRY, BABLAKE",coventry-bablake,west-midlands,52.414,-1.521,89,1985,1998
00599,MORETON MORRELL,moreton-morrell,warwickshire,52.195,-1.554,85,1961,1989
00600,COVENTRY AIRPORT,coventry-airport,warwickshire,52.366,-1.490,81,1974,1979
00601,COVENTRY,coventry,warwickshire,52.394,-1.519,103,1951,1966
00602,BROADWELL,broadwell,warwickshire,52.289,-1.331,76,1976,1979
00603,LONG LAWFORD,long-lawford,warwickshire,52.379,-1.307,87,1974,1978
00604,RUGBY,rugby,warwickshire,52.370,-1.257,117,1948,2000
00605,BRIZE NORTON,brize-norton,oxfordshire,51.758,-1.578,82,1968,1997
00606,OXFORD,oxford,oxfordshire,51.761,-1.264,63,1853,2020
00607,SOUTH NEWINGTON,south-newington,oxfordshire,51.998,-1.406,105,1994,2011
00608,"BANBURY, GRIMSBURY P STA",banbury-grimsbury-p-sta,oxfordshire,52.073,-1.334,87,1989,1992
00609,SHIRBURN MODEL FARM,shirburn-model-farm,oxfordshire,51.669,-0.996,108,1969,2020
00611,MAIDENSGROVE,maidensgrove,oxfordshire,51.589,-0.958,182,1978,1984
00613,BENSON,benson,oxfordshire,51.620,-1.099,57,1975,1997
00615,"MEDMENHAM, WATER RESEARCH",medmenham-water-research,buckinghamshire,51.548,-0.840,30,1961,1981
00616,GRENDON UNDERWOOD,grendon-underwood,buckinghamshire,51.889,-1.016,67,1961,2001
00618,AYLESBURY,aylesbury,buckinghamshire,51.796,-0.782,96,1961,1985
00619,BLETCHLEY,bletchley,buckinghamshire,51.994,-0.739,86,1961,1969
00620,CHENIES NO 2,chenies-no-2,buckinghamshire,51.690,-0.534,139,1992,1997
00622,KEELE,keele,staffordshire,52.999,-2.270,179,1961,2006
00623,OAKEN,oaken,staffordshire,52.625,-2.213,125,1961,1983
00625,STONE NO 2,stone-no-2,staffordshire,52.886,-2.183,107,1961,1990
00626,PENKRIDGE,penkridge,staffordshire,52.702,-2.120,101,1961,2004
00627,CELLARHEAD,cellarhead,staffordshire,53.040,-2.085,228,1983,1997
00628,IPSTONES EDGE,ipstones-edge,staffordshire,53.056,-1.951,340,1994,2020
00629,WALSALL,walsall,west-midlands,52.607,-1.917,163,1963,1999
00630,ONECOTE,onecote,staffordshire,53.116,-1.949,411,1961,1969
00631,DENSTONE,denstone,staffordshire,52.957,-1.866,140,1994,2006
00632,OSWESTRY,oswestry,shropshire,52.858,-3.072,174,1941,1983
00634,PENNERLEY,pennerley,shropshire,52.590,-2.950,357,1988,2010
00635,OSWESTRY SCHOOL,oswestry-school,shropshire,52.856,-3.063,139,1986,2000
00636,EDGE,edge,shropshire,52.674,-2.891,126,1988,2020
00637,CHURCH STRETTON,church-stretton,shropshire,52.515,-2.830,187,1907,1981
00638,PRESTON MONTFORD,preston-montford,shropshire,52.725,-2.842,71,1976,2020
00639,"SHREWSBURY, SHELTON",shrewsbury-shelton,shropshire,52.715,-2.794,87,1984,1985
00640,"SHREWSBURY, MONKMOOR S WKS",shrewsbury-monkmoor-s-wks,shropshire,52.718,-2.718,55,1961,1983
00641,LUDLOW COLLEGE NO 2,ludlow-college-no-2,shropshire,52.367,-2.723,107,1990,2002
00642,LUDLOW W WKS,ludlow-w-wks,shropshire,52.355,-2.712,72,1978,1981
00643,SHAWBURY,shawbury,shropshire,52.795,-2.665,72,1946,1997
00645,CLEE HILL,clee-hill,shropshire,52.398,-2.591,504,1967,1969
00646,NETHERCOTT,nethercott,shropshire,52.405,-2.476,150,1990,1994
00647,DETTON HALL,detton-hall,shropshire,52.413,-2.491,153,1995,2003
00648,COALBROOKDALE,coalbrookdale,shropshire,52.640,-2.494,73,1992,2002
00649,WELLINGTON NO 2,wellington-no-2,shropshire,52.702,-2.485,96,1964,1968
00650,BRIDGNORTH,bridgnorth,shropshire,52.536,-2.430,75,1961,1982
00651,NEWPORT (SALOP),newport-salop,shropshire,52.778,-2.428,66,1905,2010
00652,HAMPTON LOADE,hampton-loade,shropshire,52.480,-2.370,62,1969,1983
00653,MALVERN,malvern,hereford-and-worcester,52.113,-2.308,62,1900,2008
00654,"WORCESTER, BARBOURNE",worcester-barbourne,hereford-and-worcester,52.211,-2.230,25,1988,1997
00655,WORCESTER,worcester,hereford-and-worcester,52.180,-2.187,58,1961,1984
00657,PERSHORE,pershore,hereford-and-worcester,52.148,-2.041,35,1961,1998
00658,PERSHORE COLLEGE,pershore-college,hereford-and-worcester,52.100,-2.060,37,1961,2003
00660,ASTWOOD BANK,astwood-bank,hereford-and-worcester,52.248,-1.935,137,1976,2010
00661,IPSLEY S WKS,ipsley-s-wks,hereford-and-worcester,52.288,-1.911,73,1961,1974
00663,HALESOWEN,halesowen,west-midlands,52.438,-2.076,153,1946,2004
00664,MADLEY,madley,hereford-and-worcester,52.031,-2.842,78,1986,2004
00665,HEREFORD,hereford,hereford-and-worcester,52.045,-2.701,51,1961,1979
00666,LYONSHALL,lyonshall,hereford-and-worcester,52.213,-2.975,164,1961,2014
00667,CREDENHILL NO 2,credenhill-no-2,hereford-and-worcester,52.086,-2.792,75,1964,1964
00668,"BROMYARD, BATCHLEY FARM",bromyard-batchley-farm,hereford-and-worcester,52.214,-2.587,250,1973,2015
00669,SHOBDON AIRFIELD,shobdon-airfield,hereford-and-worcester,52.243,-2.886,99,1993,1997
